id,author,title,venue,address,publisher,editor,date,volume,pages
643,"aha, d., & kibler, d.",noise-tolerant instance-based learning algorithms.,proceedings of the eleventh international joint conference on artificial intelligence.,"detroit, mi:",morgan kaufmann.,,(1989).,,pages 794-799
644,"aha, d.w., kibler, d.","noise-tolerant instance-based learning algorithms,","proceedings of the eleventh international joint conference on artificial intelligence,",,,,(1989),,794-799.
645,d. aha and d. kibler.,noise-tolerant instance-based learning algorithms.,"in proceedings of ijcai-89,","detroit, mi,",morgan kaufmann.,,1989.,,"pages 794-799,"
646,"aha, d.w., and kibler, d.,",noise-tolerant instance-based learning algorithms.,in proceedings of the eleventh international joint conference on artificial intelligence,"detroit, mi.","published by mor-gan kaufmann,",,1989.,,"(pp. 794-799),"
647,david w. aha and dennis kibler.,noise-tolerant instance-based learning algorithms.,"in ijcai-89,",,,,1989.,,"pages 794-799,"
648,d.w. aha and d. kibler.,noise-tolerant instance-based learning algorithm.,"in international joint conference on artificial intelligence,","detroit,",morgan kaufmann.,,1989.,,"pages 794-799,"
649,"aha, d. and kibler, d.",noise-tolerant instance-based learning algorithms.,proceedings of the eleventh joint conference on artificial intelligence,,morgan kaufmann.,,(1989).,,8
650,d. aha and d. kibler.,noise-tolerant instance-based learning algorithms.,"in proceedings of ijcai-89,","dtroit, mi,",morgan kaufmann.,,1989.,,"pages 794-799,"
651,"porter, b. w., & kibler, d. f.",experimental goal regression: a method for learning problem-solving heuristics.,"machine learning,",,,,(1986).,"1,",249-286.
652,"porter, b. w., & kibler, d. f.",experimental goal regression: a method for learning problem-solving.,"machine learning,",,,,(1986).,"1 (3),",249-285.
653,b. porter and d. kibler.,experimental goal regression: a method for learning problem-solving heuristics.,"machine learning,",,,,1986.,1,"249-286,"
654,bruce porter and dennus kibler.,experimental goal regression: a method for learning problem-solving heuristics.,"machine learning,",,,,1986.,1,"249-286,"
655,"datta, p. and kibler, d.",utilizing prior concepts for learning.,in proceedings of the ml92 workshop on biases in inductive learning.,,,,(1992).,14.,
656,"datta, p. and kibler, d.",utilizing prior concepts for learning. in proceedings of the ml92 workshop on biases in inductive learning.,,,,,(1992).,14.,
657,"utgoff, p. e., & precup, d.","constructive function approximation,",,"department of computer science. amherst, ma: university of massachusetts,",,,(1997).,,
658,p.e. utgoff.,"constructive function approximation,",,"department of cs, univ. of mass.,",,,,,
659,"brown, d. f., moura, h. & watt, d. a.","actress: an action semantics directed compiler generator,",,"paderborn, germany,","springer-verlag,","in u. kas-tens & p. pfahler, eds,",,,pp. 95-109.
660,"brown, d. f., moura, h. & watt, d. a.","actress: an action semantics directed compiler generator,","`proceedings of the international workshop on compiler construction (cc-92)',","paderborn, germany,","springer-verlag,","in u. kas-tens & p. pfahler, eds,",,,pp. 95-109.
661,"d. f. brown, h. moura, and d. a. watt. actress:",an action semantics directed compiler generator.,"proceedings of the 4th international conference on compiler construction (cc'92),","paderborn, frg,",springer-verlag.,"in u. kastens and p. pfahler, editors,",,,"pages 95-109,"
662,"danyluk, a.p. and f.j. provost",small disjuncts in action: learning to diagnose errors in the local loop of the telephone network.,"proceedings of the 10th international conference on machine learning,",,,"p. utgoff (editor),",(1993).,,pp. 81-88.
663,"danyluk, a. & provost, f.","small disjuncts in action: learning to diagnose errors in the telephone network local loop,","`machine learning: proceedings of the tenth international conference',",,"morgan kaufmann publishers, inc.,","in p. utgoff, ed.,","(1993),",,pp. 81-88.
664,l. p. kaelbling.,hierarchical learning in stochastic domains: preliminary results.,"proceedings of the tenth international conference on machine learning,","san mateo, ca,",morgan kaufmann.,"in p. e. utgoff, editor,",1993.,,"pages 167173,"
665,l. p. kaelbling.,hierarchical learning in stochastic domains: preliminary results.,"proceedings of the tenth international conference on machine learning,",,morgan kaufmann.,"in paul e. utgoff, editor,",1993.,,
666,"thurn, s. b., bala, j., bloedorn, e., bratko, i., cestnik, b., cheng, j., jong, k. d., dzeroski, s., fahlman, s. e., fisher, d., hamann, r., kaufman, k., keller, s., kononenko, i., kreuziger, j., michalski, r. s., mitchell, t., pachowicz, p., reich, y., vafaie, h., de welde, w. v., wenzel, w., wnek, j., and zhang, j.,",the monk's problems: a performance comparison of different learning algorithms.,,"carnegie mellon university, pittsburgh, pa,",,editors.,,,
667,"thurn, s. b., bala, j., bloedorn, e., bratko, i., cestnik, b., cheng, j., de jong, k., dzeroski, s., fahlman, s. e., fisher, d., hamann, r., kaufman, k., keller, s., kononenko, i., kreuziger, j., michalski, r. s., mitchell, t., pachowicz, p., reich, y., vafaie, h., van de welde, w., wenzel, w., wnek, j., and zhang, j.:","`the monk's problems: a performance comparison of different learning algorithms',",,"carnegie mellon university,",,,,,
668,d. ruby and d. kibler.,learning subgoal sequences for planning.,"in proceedings of ijcai-89,",,,,1989.,,"pages 609-614,"
669,"ruby, d., & kibler, d.",learning subgoal sequences for planning.,proceedings of the eleventh international joint conference on artificial intelligence .,"detroit, mi:",morgan kauf-mann.,,(1989).,,(pp609-614).
670,david ruby and dennis kibler.,learning subgoal sequences for planning.,"in proceedings of the eleventh international joint conference on artificial intelligence,","detroit, mi,",,,1989.,,"pages 609-614,"
671,"aha, d.w., kibler, d. and albert, m.k","instance-based learning algorithms,","machine learning,",,,,"1991,","vol. 6,",pp. 37-66.
672,"aha, d. w., kibler, d., & albert, m.",instance-based learning algorithms.,"machine learning,",,,,(1991).,"7,",37-66.
673,"aha, d.w., kibler e., albert m.k.:",instance-based learning algorithms.,"machine learning,",,,,(1991),"6,",37-66.
674,"aha, d.w., kibler, d., and albert, m.k.,","instance-based learning algorithms,","machine learning,",,,,1991.,"6,","pp. 37-66,"
675,"d. aha, d. kibler, and m. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6,"37-66,"
676,"d.w. aha, d. kibler, and m.k. albert:","instance-based learning algorithms,","machine learning,",,,,1991.,"6,","37-66,"
677,"aha, d. w., d. kibler, and m. k. albert,",,,,,,1991.,"vol 6,","pp. 37-66,"
678,"aha, d. w., kibler, d. & albert, m. k.","""instance-based learning algorithms"",","machine learning 6(1),",,,,"(1991),",,37-66.
679,"aha, d. w., kibler, d. & albert, m. k.","""instance-based learning algorithms"",","machine learning 6(1),",,,,"(1991),",,pp. 37-66.
680,"aha, d. w., kibler, d., & albert, m.",instance-based learning algorithms.,"machine learning,",,,,(1991).,"6 (1),",37-66.
681,"aha, d. w., kibler, d., & albert, m.",instance-based learning algorithms.,"machine learning,",,,,(1991).,6 (1).,
682,"aha, d. w., kibler, d., & albert, m.",instance-based learning algorithms.,"machine learning,",,,,(1991b).,"6,",37-66.
683,"aha, d. w., kibler, d., & albert, m. k.",instance-based learning algorithms.,"machine learning,",,,,(1991).,"6,",37-66.
684,"aha, d. w., kibler, d., and albert, m. k.",instance-based learning algorithms.,machine learning,,,,(1991).,"6,",37-66.
685,"aha, d. w., kibler, d., and albert, m. k.",instance-based learning algorithms.,machine learning,,,,(1991).,"6(1),",37-66.
686,"aha, d., kibler d., and albert, m.k",instance-based learning.,machine learning,,,,(1991).,"6(1),",pp.37-66.
687,"aha, d., kibler, d. & albert m.",instance-based learning algorithms.,"machine learning,","boston, ma:",kluwer publishers.,,(1991).,"volume 6,",pp 37-66.
688,"aha, d., kibler, d. & albert, m.",instance-based learning algorithms.,machine learning,,,,1991.,"6,",37-66.
689,"aha, d., kibler, d. and albert m.",instance based learning algorithms.,"machine learning,","boston, ma:",kluwer publishers.,,(1991).,"volume 6,",pp 37-66.
690,"aha, d., kibler, d., & albert, m",instance-based learning algorithms.,machine learning,boston:,kluwer academic publishers.,,(1991).,v. 6,pp 37-66
691,"aha, d., kibler, d., & albert, m.",instance-based learning algorithms.,machine learning,,,,(1991).,6 (1):,pp. 37-66.
692,"aha, d., kibler, d., & albert, m.",instance-based learning algorithms.,"machine learning,",,,,(1991).,"6(1),",37-66.
693,"aha, d., kibler, d., & albert, m.",instance-based learning algorithms.,"machine learning,",,,,1991.,"7,",37-66.
694,"aha, d., kibler, d., and albert, m.",instance-based learning algorithms.,machine learning,,,,(1991).,"6,",37-66.
695,"aha, d., kibler, d., and albert, m.",instance-based learning algorithms.,"machine learning,",,,,(1991).,"7,",pp. 37-66.
696,"aha, d.w., d. kibler & albert m.k.","instance-based learning algorithms,","machine learning,",,,,"(1991),","6,",pp. 37-66.
697,"aha, david w., dennis kibler, albert marc k.",instance-based learning algorithms.,"machine learning,",,,,(1991).,"6,",pp. 37-66.
698,"aha, david w., dennis kibler, marc k. albert,","instance-based learning algorithms,","machine learning,",,,,(1991).,vol. 6,pp. 37-66.
699,"aha, david w., dennis kibler, marc k. albert.",instance-based learning algorithms.,machine learning.,,,,1991.,"6,",pp. 37-66.
700,"aha, david w., dennis kibler, and marc k. albert,",instance-based learning algorithms.,"machine learning,",,,,(1991).,"vol6,",pp. 37-66.
701,"aha, david w., kibler, dennis, & albert, marc k.",instance-based learning algorithms.,"machine learning,",,,,1991.,"6(1),",37-66.
702,"d. aha, d. kibler, and m. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,"vol. 6,",pp. 37-66.
703,"aha, d. w., kibler, d., albert, m. k.","""instance-based learning methods,""","machine learning,",,,,(1991),"6,",37-66.
704,"aha, d., d. kibler, albert & m.",instance-based learning algorithms.,machine learning,,,,(1991).,"6,",37-66.
705,"d. aha, d. kibler, and m. albert,","""instance-based learning algorithms,""","machine learning,",,,,1991.,"vol. 6,","pp. 37-66,"
706,"d. aha, d. kibler, and m. albert,","""instance-based learning algorithms,",""" machine learning,",,,,1991.,"vol. 6,","pp. 37-66,"
707,"aha, d., kibler, d. and albert, m.:",instance-based learning algorithms.,machine learning,,,,(1991),"6,",37-66.
708,"aha, d.w., kibler, d., and albert,",m.k. instance-based learning algorithms.,"machine learning,",,,,"1991,","6,",37-66.
709,"d. aha, d. kibler, and m. albert,","""instance-based learning algorithms"",","machine learning,",,,,1991.,"vol. 6,",
710,"d. aha, d. kibler, and m. albert,","""instance-based learning algorithms"",","machine learning,",,,,1991.,"vol. 6, no. 1,",
711,"d. w. aha, d. kibler, and m. k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,"6,",
712,"d.w. aha, d. kibler, and m.k. albert,","`instance-based learning algorithms',","machine learning,",,,,(1991).,"6,","37-66,"
713,"aha, d. , kibler, d. , and albert, m. k.",instance-based learning algorithms.,"machine learning,",,,,(1991).,vol.6 (1).,
714,"d. aha, d. kibler, and m. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,"6(1),",
715,"david w. aha, dennis kibler, and marc k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,"6(1),",
716,"d. aha, d. kibler, and m. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6(1),"37-66,"
717,"d.w. aha, d. kibler, and m.k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6,"37-66,"
718,"david w. aha, dennis kibler, and mark k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6,"37-66,"
719,"aha, d. w., d. kibler, and m. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,7,37-66.
720,"aha, d. w., d. kibler, and m. k. albert.",instance-based learning algorithms.,machine learning,,,,1991.,6:,37-66.
721,"aha, d. w.; kibler, d.; and albert, m. k.",instance-based learning algorithms.,machine learning,,,,1991.,6,37-66.
722,"aha, d. w.; kibler, d.; and albert, m. k.",instance-based learning algorithms.,machine learning,,,,1991.,6(1),37-66.
723,"aha, d. w.; kibler, d.; and, albert, m. k.",instance-based learning algorithms.,mac hine learning,,,,1991.,6:,37-66.
724,"aha, d., d. kibler, and m. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6,37-66.
725,"aha, d., kibler, d., and albert, m.",instance-based learning algorithms.,"machine learning,",,,,(1991).,6(1),37-66.
726,"aha, d., kibler, d., and albert, m.",instance-based learning algorithms.,"machine learning,",,,,(1991).,7,37-66.
727,"aha, d.; kibler, d.; and albert, m.",instance-based learning algorithms.,machine learning,,,,1991.,6,37-66.
728,"d. w. aha, d. kibler & m. k. albert.",(1991) instance-based learning algorithms.,machine learning,,,,,6(1),37-66.
729,"d. w. aha, d. kibler & m. k. albert.",instance-based learning algorithms.,machine learning,,,,(1991),6(1),37-66.
730,"david w. aha, dennis kibler, and m. k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6,37-66.
731,"aha, d., kibler, d., and albert, m.",instance-based learning algorithms.,"machine learning,",,,,(1991),6:,37-66.
732,"d. w. aha, d. kibler, and m. k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6(1),"37-66,"
733,"d. w. aha, d. kibler, and m. k. albert.",instancebased learning algorithms.,"machine learning,",,,,1991.,6(1),"37-66,"
